passenger_name;city;total_amount
LADA POPOVA;Charleston;2008.24
LADA SAVELEVA;Albany;2738.32
LARISA ABRAMOVA;Newport;1137.76
LARISA AFANASEVA;Fargo;604.24
LARISA AKIMOVA;New Orleans;932.88
LARISA ALEKSANDROVA;Fargo;1650.48
LARISA ALEKSANDROVA;Newport;2806.96
LARISA ANDREEVA;Los Angeles;1243.84
LARISA ANDREEVA;Los Angeles;1947.92
LARISA ANISIMOVA;Palm Springs;3654.56
LARISA ARKHIPOVA;Fargo;198.64
LARISA ARKHIPOVA;Fargo;1243.84
LARISA BARANOVA;Orlando;1778.40
LARISA BARANOVA;Palm Springs;2020.72
LARISA BELOVA;Albany;214.24
LARISA BELOVA;Chicago;385.84
LARISA BELOVA;Chicago;578.24
LARISA BELOVA;Chicago;772.72
LARISA BELOVA;Chicago;6641.44
LARISA BELOVA;Palm Springs;6641.44
LARISA BELOVA;Tampa;737.36
LARISA BELYAEVA;Richmond;1215.76
LARISA BOGDANOVA;Birmingham;1778.40
LARISA BOGDANOVA;Fargo;1368.64
LARISA BOGDANOVA;Los Angeles;1334.32
LARISA BOGDANOVA;Tucson;395.20
LARISA CHERNOVA;Birmingham;3692.00
LARISA CHERNOVA;Chicago;770.64
LARISA CHERNOVA;Grand Junction;466.96
LARISA CHERNOVA;Millville;537.68
LARISA CHERNOVA;Orlando;1496.56
LARISA CHERNOVA;Tucson;385.84
LARISA DANILOVA;Rochester;686.40
LARISA DAVYDOVA;Columbus;2962.96
LARISA DAVYDOVA;Fargo;406.64
LARISA DENISOVA;Birmingham;2271.36
LARISA DENISOVA;Birmingham;3435.12
LARISA DENISOVA;Tucumcari;864.24
LARISA DMITRIEVA;Los Angeles;2840.24
LARISA DMITRIEVA;Palm Springs;2840.24
LARISA EFIMOVA;Los Angeles;1657.76
LARISA EFREMOVA;Alamogordo;344.24
LARISA EGOROVA;Daytona Beach;541.84
LARISA EGOROVA;Los Angeles;1840.80
LARISA EGOROVA;Los Angeles;2800.72
LARISA EGOROVA;Millville;1529.84
LARISA EGOROVA;Richmond;487.76
LARISA FEDOROVA;Fargo;398.32
LARISA FEDOROVA;Los Angeles;1657.76
LARISA FOMINA;Albany;3799.12
LARISA FOMINA;Alice;2084.16
LARISA FOMINA;Houston;1078.48
LARISA FOMINA;Memphis;2044.64
LARISA FROLOVA;Los Angeles;2776.80
LARISA FROLOVA;Orlando;2790.32
LARISA FROLOVA;Richmond;731.12
LARISA GAVRILOVA;Los Angeles;2759.12
LARISA GERASIMOVA;Alice;1705.60
LARISA GERASIMOVA;Millville;1084.72
LARISA GORBUNOVA;Atlanta;326.56
LARISA GORBUNOVA;San Bernardino;2429.44
LARISA GRISHINA;Atlanta;326.56
LARISA GRISHINA;Indianapolis;446.16
LARISA GUSEVA;Los Angeles;1119.04
LARISA GUSEVA;Miami;1134.64
LARISA GUSEVA;Richmond;685.36
LARISA ILINA;Atlanta;980.72
LARISA ILINA;Tucson;586.56
LARISA ISAEVA;Alamogordo;687.44
LARISA IVANOVA;Little Rock;412.88
LARISA IVANOVA;Los Angeles;828.88
LARISA IVANOVA;Los Angeles;1657.76
LARISA IVANOVA;Palm Springs;7936.24
LARISA KALININA;Millville;552.24
LARISA KAZAKOVA;Alamogordo;604.24
LARISA KAZAKOVA;Los Angeles;828.88
LARISA KISELEVA;Nashville;2793.44
LARISA KOLESNIKOVA;Grand Junction;932.88
LARISA KOLESNIKOVA;Los Angeles;1657.76
LARISA KOLESNIKOVA;Los Angeles;3134.56
LARISA KOLESNIKOVA;Palm Springs;2006.16
LARISA KOMAROVA;Los Angeles;3134.56
LARISA KONDRATEVA;Millville;841.36
LARISA KONDRATEVA;Mojave;3958.24
LARISA KONOVALOVA;Millville;513.76
LARISA KONOVALOVA;Palm Springs;4032.08
LARISA KOROLEVA;Chicago;772.72
LARISA KOROLEVA;Newport;2756.00
LARISA KOZLOVA;Albany;2526.16
LARISA KOZLOVA;Millville;302.64
LARISA KRASNOVA;Alamogordo;689.52
LARISA KRASNOVA;Atlantic City;374.40
LARISA KRASNOVA;Fargo;297.44
LARISA KRASNOVA;Millville;1379.04
LARISA KRASNOVA;Palm Springs;8115.12
LARISA KRASNOVA;Roswell;2398.24
LARISA KUDRYASHOVA;Alamogordo;689.52
LARISA KUDRYASHOVA;Fargo;1546.48
LARISA KUDRYASHOVA;Los Angeles;828.88
LARISA KUDRYASHOVA;Louisville;2398.24
LARISA KUDRYASHOVA;Tampa;1123.20
LARISA KULIKOVA;Palm Springs;5481.84
LARISA KUZMINA;Alamogordo;172.64
LARISA KUZMINA;Richmond;243.36
LARISA KUZNECOVA;Alamogordo;1032.72
LARISA KUZNECOVA;Birmingham;1093.04
LARISA KUZNECOVA;Idaho Falls;915.20
LARISA KUZNECOVA;Little Rock;825.76
LARISA KUZNECOVA;Los Angeles;1310.40
LARISA KUZNECOVA;Los Angeles;1747.20
LARISA KUZNECOVA;New Orleans;466.96
LARISA KUZNECOVA;Rochester;720.72
LARISA KUZNECOVA;Stratford;859.04
LARISA LAZAREVA;Los Angeles;828.88
LARISA LAZAREVA;Venice;398.32
LARISA LEBEDEVA;Daytona Beach;347.36
LARISA LEBEDEVA;Newport;3940.56
LARISA LOGINOVA;Santa Monica;6042.40
LARISA LUKYANOVA;Daytona Beach;160.16
LARISA LUKYANOVA;Los Angeles;828.88
LARISA LUKYANOVA;New York;208.00
LARISA MAKAROVA;Alamogordo;1376.96
LARISA MAKAROVA;Daytona Beach;853.84
LARISA MAKAROVA;Idaho Falls;1200.16
LARISA MAKAROVA;Los Angeles;918.32
LARISA MAKAROVA;Los Angeles;12637.04
LARISA MAKAROVA;Palm Springs;2011.36
LARISA MAKAROVA;Stratford;859.04
LARISA MAKSIMOVA;Palm Springs;2194.40
LARISA MALYSHEVA;Orlando;2791.36
LARISA MASLOVA;Los Angeles;3316.56
LARISA MATVEEVA;Albany;5102.24
LARISA MATVEEVA;Santa Monica;4028.96
LARISA MEDVEDEVA;Alamogordo;1032.72
LARISA MEDVEDEVA;Atlanta;654.16
LARISA MEDVEDEVA;Fargo;99.84
LARISA MEDVEDEVA;Grand Junction;232.96
LARISA MELNIKOVA;Alamogordo;687.44
LARISA MELNIKOVA;Los Angeles;3494.40
LARISA MELNIKOVA;Memphis;1049.36
LARISA MELNIKOVA;Rochester;1407.12
LARISA MIKHAYLOVA;Tucson;573.04
LARISA MIRONOVA;Los Angeles;1740.96
LARISA MIRONOVA;Nashville;2757.04
LARISA MOISEEVA;Atlanta;980.72
LARISA MOISEEVA;Rochester;1372.80
LARISA MOROZOVA;Fargo;443.04
LARISA MOROZOVA;Fargo;949.52
LARISA MOROZOVA;Idaho Falls;315.12
LARISA MOROZOVA;Mojave;6035.12
LARISA NAZAROVA;Albany;3797.04
LARISA NESTEROVA;Atlantic City;374.40
LARISA NESTEROVA;Birmingham;1944.80
LARISA NESTEROVA;Chicago;791.44
LARISA NESTEROVA;Miami;1701.44
LARISA NESTEROVA;Santa Monica;6041.36
LARISA NIKITINA;Houston;359.84
LARISA NIKITINA;Jacksonville;460.72
LARISA NIKITINA;San Bernardino;1937.52
LARISA NIKOLAEVA;Indianapolis;668.72
LARISA NIKOLAEVA;Richmond;243.36
LARISA NIKOLAEVA;Tampa;1140.88
LARISA NOVIKOVA;Alamogordo;689.52
LARISA NOVIKOVA;Miami;3833.44
LARISA NOVIKOVA;Palm Springs;4023.76
LARISA ORLOVA;Birmingham;7408.96
LARISA ORLOVA;Galveston;308.88
LARISA ORLOVA;Richmond;729.04
LARISA ORLOVA;Washington;668.72
LARISA OSIPOVA;Daytona Beach;347.36
LARISA OSIPOVA;Millville;537.68
LARISA OVCHINNIKOVA;Chicago;1157.52
LARISA OVCHINNIKOVA;Grand Junction;932.88
LARISA OVCHINNIKOVA;Louisville;1212.64
LARISA PAVLOVA;Daytona Beach;882.96
LARISA PAVLOVA;Indianapolis;446.16
LARISA PETROVA;Atlanta;980.72
LARISA PETROVA;Chicago;772.72
LARISA PETROVA;Richmond;134.16
LARISA POLYAKOVA;Alamogordo;360.88
LARISA POLYAKOVA;Jacksonville;460.72
LARISA POLYAKOVA;San Diego;121.68
LARISA POPOVA;Los Angeles;828.88
LARISA POPOVA;Tucson;973.44
LARISA POTAPOVA;Hillsboro;433.68
LARISA POTAPOVA;Millville;1847.04
LARISA RODIONOVA;Fargo;2173.60
LARISA RODIONOVA;Grand Junction;932.88
LARISA ROMANOVA;Alamogordo;2375.36
LARISA ROMANOVA;Los Angeles;1119.04
LARISA ROMANOVA;Newport;2333.76
LARISA ROMANOVA;Stratford;3438.24
LARISA ROMANOVA;Tucson;1160.64
LARISA RYABOVA;Alamogordo;344.24
LARISA SAVELEVA;Galveston;1947.92
LARISA SEMENOVA;Cincinnati;457.60
LARISA SERGEEVA;New York;416.00
LARISA SERGEEVA;Palm Springs;3833.44
LARISA SERGEEVA;San Bernardino;1319.76
LARISA SERGEEVA;Stratford;5157.36
LARISA SERGEEVA;Venice;419.12
LARISA SIDOROVA;Chicago;385.84
LARISA SIDOROVA;Galveston;203.84
LARISA SIDOROVA;Las Vegas;395.20
LARISA SMIRNOVA;Chicago;193.44
LARISA SMIRNOVA;San Bernardino;461.76
LARISA SOKOLOVA;Alamogordo;687.44
LARISA SOKOLOVA;Newport;2858.96
LARISA SOKOLOVA;Palm Springs;5951.92
LARISA SOLOVEVA;Fargo;523.12
LARISA SOLOVEVA;Louisville;593.84
LARISA SOLOVEVA;Richmond;121.68
LARISA SOROKINA;Charleston;1004.64
LARISA SOROKINA;Los Angeles;2665.52
LARISA SOROKINA;Palm Springs;3654.56
LARISA STEPANOVA;Albany;830.96
LARISA TARASOVA;Los Angeles;1657.76
LARISA TIKHONOVA;Venice;677.04
LARISA TIMOFEEVA;Columbus;998.40
LARISA TITOVA;Alamogordo;689.52
LARISA TITOVA;Los Angeles;4712.24
LARISA TITOVA;Washington;222.56
LARISA VASILEVA;Los Angeles;1286.48
LARISA VASILEVA;Richmond;255.84
LARISA VLASOVA;Millville;855.92
LARISA VOLKOVA;Little Rock;1258.40
LARISA VOLKOVA;New York;208.00
LARISA VOLKOVA;San Diego;121.68
LARISA VOROBEVA;Chicago;385.84
LARISA VOROBEVA;Rochester;1372.80
LARISA YAKOVLEVA;Fargo;860.08
LARISA YAKOVLEVA;Rochester;686.40
LARISA YUDINA;Alamogordo;689.52
LARISA YUDINA;Chicago;385.84
LARISA ZAKHAROVA;Baton Rouge;329.68
LARISA ZAYCEVA;Alamogordo;1376.96
LARISA ZAYCEVA;Chicago;1158.56
LARISA ZAYCEVA;Las Vegas;388.96
LARISA ZAYCEVA;New York;416.00
LARISA ZHUKOVA;Orlando;1394.64
LARISA ZHUKOVA;Richmond;255.84
LARISA ZHUKOVA;Richmond;485.68
LARISA ZHURAVLEVA;Alamogordo;1067.04
LARISA ZHURAVLEVA;Richmond;243.36
LARISA ZOTOVA;Mojave;1979.12
LEONID ABRAMOV;Los Angeles;3692.00
LEONID ABRAMOV;Louisville;593.84
LEONID ALEKSANDROV;Birmingham;710.32
LEONID ALEKSANDROV;Palm Springs;2194.40
LEONID ALEKSEEV;Galveston;201.76
LEONID ALEKSEEV;Millville;302.64
LEONID ANDREEV;Las Vegas;799.76
LEONID BARANOV;Alamogordo;1376.96
LEONID BARANOV;Newport;2488.72
LEONID BORISOV;Burlington;888.16
LEONID BORISOV;Chicago;385.84
LEONID DAVYDOV;Richmond;243.36
LEONID DENISOV;Columbus;998.40
LEONID DENISOV;Miami;1122.16
LEONID DENISOV;Millville;552.24
LEONID EGOROV;Los Angeles;828.88
LEONID EGOROV;Palm Springs;3654.56
LEONID FEDOROV;Jacksonville;943.28
LEONID FEDOROV;New York;634.40
LEONID FEDOTOV;Alamogordo;1032.72
LEONID FILIPPOV;Los Angeles;1747.20
LEONID FROLOV;Louisville;1382.16
LEONID GAVRILOV;Daytona Beach;863.20
LEONID GERASIMOV;Daytona Beach;541.84
LEONID GRIGOREV;Mojave;5937.36
LEONID GUSEV;Los Angeles;1414.40
LEONID GUSEV;San Bernardino;439.92
LEONID ILIN;Chicago;385.84
LEONID ILIN;Fargo;720.72
LEONID ILIN;Idaho Falls;165.36
LEONID ILIN;Los Angeles;918.32
LEONID ISAEV;Albany;2363.92
LEONID ISAEV;Miami;2187.12
LEONID IVANOV;Birmingham;1462.24
LEONID IVANOV;Fargo;99.84
LEONID IVANOV;Fargo;1258.40
LEONID IVANOV;Fargo;4011.28
LEONID IVANOV;Los Angeles;828.88
LEONID IVANOV;New York;416.00
LEONID IVANOV;Newport;4011.28
LEONID KISELEV;Mojave;3958.24
LEONID KONOVALOV;Alamogordo;344.24
LEONID KOROLEV;Albany;1262.56
LEONID KOROLEV;Millville;770.64
LEONID KOZLOV;Albany;3584.88
LEONID KOZLOV;Galveston;1178.32
LEONID KOZLOV;Los Angeles;1314.56
LEONID KOZLOV;Louisville;1683.76
LEONID KRASNOV;Newport;3415.36
LEONID KUDRYASHOV;Miami;1134.64
LEONID KUZMIN;New York;416.00
LEONID KUZNECOV;Daytona Beach;347.36
LEONID KUZNECOV;Tucson;1160.64
LEONID MARTYNOV;Alice;326.56
LEONID MATVEEV;Columbus;791.44
LEONID MEDVEDEV;Tucumcari;864.24
LEONID MELNIKOV;Alamogordo;344.24
LEONID MELNIKOV;Birmingham;5154.24
LEONID MIKHAYLOV;Palm Springs;1827.28
LEONID MIKHAYLOV;Richmond;243.36
LEONID MIRONOV;Daytona Beach;882.96
LEONID MIRONOV;Fargo;198.64
LEONID MIRONOV;Palm Springs;4032.08
LEONID MOROZOV;Fargo;307.84
LEONID NAUMOV;Atlanta;326.56
LEONID NAZAROV;Los Angeles;1947.92
LEONID NAZAROV;San Bernardino;439.92
LEONID NIKITIN;Palm Springs;7310.16
LEONID ORLOV;Miami;1122.16
LEONID OSIPOV;Alamogordo;689.52
LEONID OSIPOV;Alice;1394.64
LEONID OSIPOV;San Diego;243.36
LEONID PETROV;Atlanta;980.72
LEONID PETROV;San Bernardino;4603.04
LEONID POPOV;Birmingham;6272.24
LEONID RODIONOV;Los Angeles;414.96
LEONID ROMANOV;Palm Springs;2011.36
LEONID SAVELEV;Charleston;2078.96
LEONID SAVELEV;Palm Springs;5481.84
LEONID SEMENOV;Los Angeles;1699.36
LEONID SIDOROV;Chicago;772.72
LEONID SIDOROV;Chicago;791.44
LEONID SIDOROV;Los Angeles;1207.44
LEONID SMIRNOV;Las Vegas;862.16
LEONID SOKOLOV;Albany;3786.64
LEONID SOLOVEV;Fargo;1888.64
LEONID SOROKIN;Galveston;638.56
LEONID SOROKIN;Grand Junction;932.88
LEONID SOROKIN;San Diego;243.36
LEONID STEPANOV;Orlando;2127.84
LEONID TIMOFEEV;Alice;1033.76
LEONID VASILEV;Los Angeles;1989.52
LEONID VASILEV;Stratford;859.04
LEONID VLASOV;Fargo;396.24
LEONID VOLKOV;Galveston;304.72
LEONID VOLKOV;Grand Junction;932.88
LEONID VOROBEV;Birmingham;852.80
LEONID YAKOVLEV;Newport;2697.76
LEONID ZAKHAROV;Orlando;4423.12
LEONID ZAYCEV;Albany;1314.56
LEONID ZAYCEV;Los Angeles;5313.36
LEONID ZAYCEV;Palm Springs;5313.36
LEONID ZHUKOV;Columbus;2541.76
LEONID ZHURAVLEV;Los Angeles;918.32
LEONTIY ALEKSEEV;Alice;706.16
LEONTIY ANDREEV;New York;208.00
LEONTIY MIRONOV;Richmond;243.36
LEV CHERNOV;Albany;427.44
LEV DAVYDOV;New York;208.00
LEV DENISOV;Palm Springs;3654.56
LEV EGOROV;Charleston;2008.24
LEV FEDOROV;Alamogordo;687.44
LEV FEDOTOV;Los Angeles;2759.12
LEV FILIPPOV;Palm Springs;5481.84
LEV IVANOV;Santa Monica;6042.40
LEV MAKSIMOV;Richmond;487.76
LEV MELNIKOV;Albany;1262.56
LEV MOISEEV;Richmond;267.28
LEV MOROZOV;Richmond;243.36
LEV NOVIKOV;Palm Springs;2194.40
LEV POPOV;Albany;1475.76
LEV POPOV;Palm Springs;5851.04
LEV POPOV;Tucson;573.04
LEV RODIONOV;Los Angeles;918.32
LEV SCHERBAKOV;Albany;640.64
LEV SCHERBAKOV;Newport;5159.44
LEV SMIRNOV;Alamogordo;344.24
LEV YAKOVLEV;Hillsboro;433.68
LEV YAKOVLEV;Palm Springs;1827.28
LEV ZAYCEV;Richmond;485.68
LEYLA BORISOVA;Alamogordo;689.52
LEYLA EGOROVA;Los Angeles;1119.04
LEYLA FROLOVA;Hillsboro;867.36
LEYLA MAKAROVA;Rochester;686.40
LIDIYA ABRAMOVA;Orlando;1431.04
LIDIYA ABRAMOVA;Palm Springs;4205.76
LIDIYA ABRAMOVA;Tucson;586.56
LIDIYA AFANASEVA;Albany;3786.64
LIDIYA AFANASEVA;Daytona Beach;506.48
LIDIYA AFANASEVA;Miami;1944.80
LIDIYA AKIMOVA;Los Angeles;3715.92
LIDIYA ALEKSANDROVA;Little Rock;845.52
LIDIYA ALEKSANDROVA;Louisville;1706.64
LIDIYA ALEKSEEVA;Atlanta;326.56
LIDIYA ALEKSEEVA;Nashville;1414.40
LIDIYA ALEKSEEVA;Orlando;697.84
LIDIYA ANDREEVA;Alamogordo;344.24
LIDIYA ANDREEVA;Albany;2363.92
LIDIYA ANDREEVA;Palm Springs;4011.28
LIDIYA ANISIMOVA;Los Angeles;2237.04
LIDIYA ANTONOVA;Fargo;523.12
LIDIYA ANTONOVA;Millville;537.68
LIDIYA ANTONOVA;New York;426.40
LIDIYA ANTONOVA;Santa Monica;8055.84
LIDIYA ARKHIPOVA;Galveston;100.88
LIDIYA ARKHIPOVA;Houston;359.84
LIDIYA ARKHIPOVA;Los Angeles;828.88
LIDIYA BARANOVA;Chicago;1157.52
LIDIYA BARANOVA;Idaho Falls;600.08
LIDIYA BARANOVA;Miami;1659.84
LIDIYA BARANOVA;Richmond;255.84
LIDIYA BELOVA;Alamogordo;344.24
LIDIYA BELOVA;Millville;1830.40
LIDIYA BELOVA;New York;208.00
LIDIYA BELYAEVA;Albany;1262.56
LIDIYA BOGDANOVA;Los Angeles;2216.24
LIDIYA BOGDANOVA;Louisville;2298.40
LIDIYA BOGDANOVA;New York;416.00
LIDIYA BOGDANOVA;Palm Springs;3654.56
LIDIYA BORISOVA;Atlanta;654.16
LIDIYA BORISOVA;Daytona Beach;354.64
LIDIYA BORISOVA;Los Angeles;870.48
LIDIYA BORISOVA;Stratford;1717.04
LIDIYA CHERNOVA;Los Angeles;1408.16
LIDIYA CHERNOVA;Palm Springs;1919.84
LIDIYA CHERNOVA;Palm Springs;4205.76
LIDIYA DANILOVA;Birmingham;1420.64
LIDIYA DANILOVA;Fargo;1243.84
LIDIYA DANILOVA;Galveston;107.12
LIDIYA DAVYDOVA;Alamogordo;1032.72
LIDIYA DAVYDOVA;Columbus;371.28
LIDIYA DAVYDOVA;Roswell;1050.40
LIDIYA DAVYDOVA;San Bernardino;1805.44
LIDIYA DENISOVA;Birmingham;1986.40
LIDIYA DENISOVA;Grand Junction;932.88
LIDIYA DENISOVA;Los Angeles;2845.44
LIDIYA DMITRIEVA;Atlanta;654.16
LIDIYA DMITRIEVA;Chicago;1157.52
LIDIYA DMITRIEVA;Columbus;3023.28
LIDIYA DMITRIEVA;Los Angeles;1657.76
LIDIYA DMITRIEVA;Rochester;686.40
LIDIYA DMITRIEVA;Venice;936.00
LIDIYA EFIMOVA;Santa Monica;8055.84
LIDIYA EFREMOVA;Idaho Falls;900.64
LIDIYA EGOROVA;Mojave;3958.24
LIDIYA EGOROVA;Richmond;485.68
LIDIYA EGOROVA;Richmond;729.04
LIDIYA EGOROVA;San Bernardino;4100.72
LIDIYA EGOROVA;Tucumcari;2593.76
LIDIYA FEDOROVA;Chicago;385.84
LIDIYA FEDOROVA;Galveston;666.64
LIDIYA FEDOROVA;Los Angeles;918.32
LIDIYA FEDOROVA;Richmond;485.68
LIDIYA FILATOVA;Albany;1687.92
LIDIYA FILATOVA;Fargo;5151.12
LIDIYA FILATOVA;Los Angeles;1878.24
LIDIYA FILATOVA;Newport;5151.12
LIDIYA FILATOVA;Palm Springs;3654.56
LIDIYA FILIPPOVA;Birmingham;2225.60
LIDIYA FILIPPOVA;Cincinnati;457.60
LIDIYA FILIPPOVA;Miami;567.84
LIDIYA FILIPPOVA;Miami;2215.20
LIDIYA FILIPPOVA;Palm Springs;1827.28
LIDIYA FOMINA;Alamogordo;1032.72
LIDIYA FOMINA;Los Angeles;870.48
LIDIYA FOMINA;Los Angeles;1657.76
LIDIYA FOMINA;Los Angeles;1947.92
LIDIYA FOMINA;Palm Springs;2006.16
LIDIYA FOMINA;Richmond;243.36
LIDIYA FROLOVA;Alamogordo;271.44
LIDIYA FROLOVA;Atlanta;1323.92
LIDIYA FROLOVA;Columbus;3058.64
LIDIYA FROLOVA;Fargo;198.64
LIDIYA FROLOVA;Fargo;472.16
LIDIYA FROLOVA;Louisville;593.84
LIDIYA FROLOVA;Palm Springs;3654.56
LIDIYA FROLOVA;Richmond;485.68
LIDIYA GAVRILOVA;Galveston;100.88
LIDIYA GAVRILOVA;Mojave;9894.56
LIDIYA GERASIMOVA;Los Angeles;828.88
LIDIYA GERASIMOVA;Millville;1227.20
LIDIYA GERASIMOVA;San Bernardino;880.88
LIDIYA GORBUNOVA;Birmingham;6004.96
LIDIYA GORBUNOVA;Chicago;772.72
LIDIYA GORBUNOVA;Fargo;398.32
LIDIYA GRISHINA;Atlanta;326.56
LIDIYA GRISHINA;Los Angeles;1657.76
LIDIYA GRISHINA;Palm Springs;3654.56
LIDIYA GUSEVA;Columbus;1996.80
LIDIYA GUSEVA;Los Angeles;704.08
LIDIYA GUSEVA;Miami;766.48
LIDIYA GUSEVA;Miami;1093.04
LIDIYA GUSEVA;Richmond;487.76
LIDIYA GUSEVA;Venice;136.24
LIDIYA ILINA;Alamogordo;1032.72
LIDIYA ILINA;Roswell;1001.52
LIDIYA ISAEVA;Alamogordo;344.24
LIDIYA ISAEVA;Burlington;888.16
LIDIYA ISAEVA;Fargo;396.24
LIDIYA ISAEVA;Fargo;2499.12
LIDIYA ISAEVA;Palm Springs;4023.76
LIDIYA ISAEVA;Roswell;2499.12
LIDIYA IVANOVA;Alamogordo;344.24
LIDIYA IVANOVA;Alamogordo;689.52
LIDIYA IVANOVA;Albany;1272.96
LIDIYA IVANOVA;Atlanta;669.76
LIDIYA IVANOVA;Atlantic City;374.40
LIDIYA IVANOVA;Daytona Beach;1043.12
LIDIYA IVANOVA;Little Rock;412.88
LIDIYA IVANOVA;Los Angeles;828.88
LIDIYA IVANOVA;Los Angeles;1657.76
LIDIYA IVANOVA;Los Angeles;2754.96
LIDIYA IVANOVA;Millville;606.32
LIDIYA IVANOVA;Richmond;485.68
LIDIYA IVANOVA;San Bernardino;880.88
LIDIYA IVANOVA;Tucson;583.44
LIDIYA IVANOVA;Tucson;1941.68
LIDIYA IVANOVA;Venice;408.72
LIDIYA IVANOVA;Venice;677.04
LIDIYA KALININA;Palm Springs;5838.56
LIDIYA KARPOVA;Indianapolis;446.16
LIDIYA KARPOVA;Los Angeles;828.88
LIDIYA KARPOVA;Louisville;2478.32
LIDIYA KARPOVA;Richmond;443.04
LIDIYA KAZAKOVA;Albany;2738.32
LIDIYA KAZAKOVA;Columbus;3990.48
LIDIYA KAZAKOVA;Fargo;99.84
LIDIYA KAZAKOVA;Los Angeles;1751.36
LIDIYA KAZAKOVA;Tucumcari;2637.44
LIDIYA KISELEVA;Alamogordo;344.24
LIDIYA KISELEVA;Fargo;523.12
LIDIYA KISELEVA;Little Rock;432.64
LIDIYA KISELEVA;Teterboro;335.92
LIDIYA KISELEVA;Tucumcari;1729.52
LIDIYA KOLESNIKOVA;Alamogordo;344.24
LIDIYA KONDRATEVA;Louisville;1683.76
LIDIYA KONOVALOVA;Birmingham;852.80
LIDIYA KONOVALOVA;Fargo;398.32
LIDIYA KONOVALOVA;Louisville;2274.48
LIDIYA KOROLEVA;Alice;980.72
LIDIYA KOROLEVA;Fargo;99.84
LIDIYA KOROLEVA;Grand Junction;932.88
LIDIYA KOROLEVA;Los Angeles;1298.96
LIDIYA KOROLEVA;Los Angeles;1989.52
LIDIYA KOROLEVA;San Bernardino;880.88
LIDIYA KOROLEVA;San Diego;249.60
LIDIYA KOVALEVA;Daytona Beach;862.16
LIDIYA KOZLOVA;Chicago;1563.12
LIDIYA KOZLOVA;Columbus;1486.16
LIDIYA KOZLOVA;Daytona Beach;347.36
LIDIYA KOZLOVA;Los Angeles;3108.56
LIDIYA KOZLOVA;Millville;537.68
LIDIYA KOZLOVA;San Bernardino;1590.16
LIDIYA KRASNOVA;Cincinnati;457.60
LIDIYA KRASNOVA;Fargo;99.84
LIDIYA KRASNOVA;Galveston;411.84
LIDIYA KRASNOVA;Little Rock;1238.64
LIDIYA KUDRYASHOVA;Louisville;2402.40
LIDIYA KULIKOVA;Albany;2526.16
LIDIYA KULIKOVA;Hillsboro;890.24
LIDIYA KULIKOVA;Venice;922.48
LIDIYA KUZMINA;Daytona Beach;506.48
LIDIYA KUZMINA;Fargo;1441.44
LIDIYA KUZMINA;Santa Monica;2014.48
LIDIYA KUZMINA;Tucson;1160.64
LIDIYA KUZNECOVA;Alamogordo;344.24
LIDIYA KUZNECOVA;Charleston;1004.64
LIDIYA KUZNECOVA;Fargo;99.84
LIDIYA KUZNECOVA;Las Vegas;793.52
LIDIYA KUZNECOVA;Newport;1509.04
LIDIYA KUZNECOVA;Tampa;1491.36
LIDIYA LAZAREVA;Albany;4846.40
LIDIYA LAZAREVA;Millville;1075.36
LIDIYA LAZAREVA;Palm Springs;5481.84
LIDIYA LAZAREVA;Richmond;499.20
LIDIYA LEBEDEVA;Alamogordo;689.52
LIDIYA LEBEDEVA;Albany;638.56
LIDIYA LEBEDEVA;Baton Rouge;110.24
LIDIYA LEBEDEVA;Birmingham;978.64
LIDIYA LEBEDEVA;New York;208.00
LIDIYA LEBEDEVA;Palm Springs;1827.28
LIDIYA LEBEDEVA;Ruidoso;472.16
LIDIYA LOGINOVA;Chicago;385.84
LIDIYA LUKYANOVA;Alamogordo;689.52
LIDIYA LUKYANOVA;Palm Springs;1827.28
LIDIYA MAKAROVA;Atlanta;326.56
LIDIYA MAKAROVA;Baton Rouge;219.44
LIDIYA MAKAROVA;Los Angeles;1657.76
LIDIYA MAKAROVA;Richmond;364.00
LIDIYA MAKSIMOVA;Galveston;638.56
LIDIYA MAKSIMOVA;Miami;1532.96
LIDIYA MAKSIMOVA;Miami;1699.36
LIDIYA MALYSHEVA;Albany;2524.08
LIDIYA MALYSHEVA;Los Angeles;1207.44
LIDIYA MARTYNOVA;Venice;398.32
LIDIYA MASLOVA;Miami;3604.64
LIDIYA MASLOVA;Millville;908.96
LIDIYA MASLOVA;New York;426.40
LIDIYA MATVEEVA;Atlanta;654.16
LIDIYA MATVEEVA;Atlanta;980.72
LIDIYA MATVEEVA;Birmingham;2809.04
LIDIYA MATVEEVA;Chicago;385.84
LIDIYA MATVEEVA;Orlando;1394.64
LIDIYA MEDVEDEVA;Chicago;385.84
LIDIYA MEDVEDEVA;Los Angeles;2486.64
LIDIYA MEDVEDEVA;Los Angeles;2863.12
LIDIYA MEDVEDEVA;Louisville;593.84
LIDIYA MEDVEDEVA;Mojave;1979.12
LIDIYA MEDVEDEVA;Tucson;1733.68
LIDIYA MEDVEDEVA;Washington;222.56
LIDIYA MIKHAYLOVA;Birmingham;1860.56
LIDIYA MIKHAYLOVA;Fargo;523.12
LIDIYA MIRONOVA;Daytona Beach;1041.04
LIDIYA MIRONOVA;Fargo;720.72
LIDIYA MOISEEVA;Alamogordo;689.52
LIDIYA MOISEEVA;Atlantic City;124.80
LIDIYA MOISEEVA;Birmingham;894.40
